2.98E-10,7.07E-10,7.39E-10,8.23E-10,3.80E-10,3.45E-10,4.90E-10,2.98E-10,8.16E-10,8.21E-10,5.72E-10,AVERAGE RESULTS->>>,AbsJ,,J,,I,,,COLLAPSE RESULTS->>>,Final AbsJ,,Final J,,Final I,,0.00012857,7.71E-05,2.98E-10
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5403,3.3242,1.29E-05
6.45E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7738,1.6643,6.45E-06
5.17E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.00022181,0.00013309,5.17E-10
-6.42E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7605,-1.6563,-6.42E-06
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5272,-3.3163,-1.29E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2933,-4.976,-1.93E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.056,-6.6336,-2.57E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.818,-8.2905,-3.22E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.585,-9.9508,-3.86E-05
-4.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.352,-11.611,-4.50E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.12,-13.272,-5.15E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.882,-14.929,-5.79E-05
-6.43E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.645,-16.587,-6.43E-05
-6.43E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.645,-16.587,-6.43E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.883,-14.93,-5.79E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.121,-13.272,-5.15E-05
-4.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.352,-11.611,-4.50E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.585,-9.9507,-3.86E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.818,-8.2906,-3.22E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.056,-6.6336,-2.57E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2931,-4.9758,-1.93E-05
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.527,-3.3162,-1.29E-05
-6.42E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7605,-1.6563,-6.42E-06
3.45E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.00014846,8.91E-05,3.45E-10
4.15E-11,,,,,,,,,,,,,,,,,,,,,,,,,,1.78E-05,1.07E-05,4.15E-11
6.45E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7738,1.6643,6.45E-06
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5405,3.3243,1.29E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.306,4.9836,1.93E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.068,6.641,2.58E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.829,8.2976,3.22E-05
3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.596,9.9575,3.86E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.363,11.618,4.51E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.131,13.278,5.15E-05
5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.894,14.937,5.79E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.657,16.594,6.44E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.657,16.594,6.44E-05
5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.895,14.937,5.79E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.132,13.279,5.15E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.364,11.619,4.51E-05
3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.597,9.9583,3.86E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.831,8.2983,3.22E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.069,6.6417,2.58E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.307,4.9842,1.93E-05
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5413,3.3248,1.29E-05
6.46E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7743,1.6646,6.46E-06
5.90E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.00025381,0.00015228,5.90E-10
-6.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7612,-1.6567,-6.43E-06
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5285,-3.3171,-1.29E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2952,-4.9771,-1.93E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.059,-6.6352,-2.57E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.821,-8.2926,-3.22E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.589,-9.9532,-3.86E-05
-4.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.357,-11.614,-4.50E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.126,-13.276,-5.15E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.889,-14.933,-5.79E-05
-6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.652,-16.591,-6.44E-05
-6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.652,-16.591,-6.44E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.889,-14.933,-5.79E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.126,-13.276,-5.15E-05
-4.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.357,-11.614,-4.50E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.589,-9.9534,-3.86E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.821,-8.2928,-3.22E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.059,-6.6354,-2.57E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2954,-4.9773,-1.93E-05
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5286,-3.3171,-1.29E-05
-6.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7612,-1.6567,-6.43E-06
4.90E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.00020997,0.00012598,4.90E-10
2.39E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010227,6.14E-05,2.39E-10
6.46E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7748,1.6649,6.46E-06
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5425,3.3255,1.29E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.309,4.9854,1.93E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.072,6.6434,2.58E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.834,8.3005,3.22E-05
3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.602,9.961,3.86E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.37,11.622,4.51E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.138,13.283,5.15E-05
5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.902,14.941,5.79E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.665,16.599,6.44E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.666,16.599,6.44E-05
5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.902,14.941,5.79E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.138,13.283,5.15E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.37,11.622,4.51E-05
3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.601,9.9609,3.86E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.834,8.3003,3.22E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.072,6.6432,2.58E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.3088,4.9853,1.93E-05
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5424,3.3255,1.29E-05
6.46E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7749,1.6649,6.46E-06
9.28E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039825,0.00023895,9.28E-10
-6.42E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7614,-1.6569,-6.42E-06
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5291,-3.3175,-1.29E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2962,-4.9777,-1.93E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.06,-6.636,-2.57E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.822,-8.2935,-3.22E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.59,-9.9543,-3.86E-05
-4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.359,-11.615,-4.51E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.128,-13.277,-5.15E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.891,-14.935,-5.79E-05
-6.43E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.655,-16.593,-6.43E-05
-6.43E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.656,-16.593,-6.43E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.891,-14.935,-5.79E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.128,-13.277,-5.15E-05
-4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,-11.616,-4.51E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.591,-9.9546,-3.86E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.823,-8.294,-3.22E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.061,-6.6364,-2.57E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2968,-4.9781,-1.93E-05
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5296,-3.3177,-1.29E-05
-6.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7619,-1.6571,-6.43E-06
2.98E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001278,7.67E-05,2.98E-10
2.56E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010981,6.59E-05,2.56E-10
6.46E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7758,1.6655,6.46E-06
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5444,3.3267,1.29E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.3118,4.9871,1.93E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.076,6.6456,2.58E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.839,8.3032,3.22E-05
3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.607,9.9642,3.86E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.375,11.625,4.51E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.145,13.287,5.15E-05
5.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.91,14.946,5.80E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.674,16.605,6.44E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.674,16.604,6.44E-05
5.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.91,14.946,5.80E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.145,13.287,5.15E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.376,11.625,4.51E-05
3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.607,9.9641,3.86E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.838,8.303,3.22E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.076,6.6454,2.58E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.3116,4.987,1.93E-05
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5443,3.3266,1.29E-05
6.46E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7758,1.6655,6.46E-06
1.09E-09,,,,,,,,,,,,,,,,,,,,,,,,,,0.00046921,0.00028153,1.09E-09
-6.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7624,-1.6575,-6.43E-06
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5309,-3.3186,-1.29E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2987,-4.9792,-1.93E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.063,-6.6379,-2.57E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.826,-8.2959,-3.22E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.595,-9.957,-3.86E-05
-4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.364,-11.618,-4.51E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.134,-13.281,-5.15E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.898,-14.939,-5.79E-05
-6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.662,-16.597,-6.44E-05
-6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.663,-16.598,-6.44E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.898,-14.939,-5.79E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.134,-13.28,-5.15E-05
-4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.365,-11.619,-4.51E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.595,-9.9573,-3.86E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.827,-8.2963,-3.22E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.064,-6.6384,-2.57E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2993,-4.9796,-1.93E-05
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5313,-3.3188,-1.29E-05
-6.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7627,-1.6576,-6.43E-06
8.16E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.00035024,0.00021015,8.16E-10
2.66E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001142,6.85E-05,2.66E-10
6.46E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7763,1.6658,6.46E-06
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5452,3.3271,1.29E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.3131,4.9879,1.93E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.078,6.6466,2.58E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.841,8.3046,3.22E-05
3.87E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.61,9.9657,3.87E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.379,11.627,4.51E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.149,13.289,5.15E-05
5.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.915,14.949,5.80E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.679,16.608,6.44E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.678,16.607,6.44E-05
5.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.914,14.948,5.80E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.148,13.289,5.15E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.378,11.627,4.51E-05
3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.609,9.9654,3.86E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.84,8.3042,3.22E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.077,6.6464,2.58E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.3127,4.9876,1.93E-05
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.545,3.327,1.29E-05
6.46E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7762,1.6657,6.46E-06
1.06E-09,,,,,,,,,,,,,,,,,,,,,,,,,,0.00045738,0.00027443,1.06E-09
-6.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7627,-1.6576,-6.43E-06
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5317,-3.319,-1.29E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.3002,-4.9801,-1.93E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.066,-6.6393,-2.57E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.83,-8.2978,-3.22E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.599,-9.9595,-3.86E-05
-4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.369,-11.621,-4.51E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.14,-13.284,-5.15E-05
-5.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.905,-14.943,-5.80E-05
-6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.67,-16.602,-6.44E-05
-6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.67,-16.602,-6.44E-05
-5.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.904,-14.943,-5.80E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.141,-13.285,-5.15E-05
-4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.369,-11.622,-4.51E-05
-3.87E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,-9.96,-3.87E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.831,-8.2984,-3.22E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.066,-6.6398,-2.57E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.3009,-4.9805,-1.93E-05
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5324,-3.3194,-1.29E-05
-6.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7632,-1.6579,-6.43E-06
8.21E-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.00035272,0.00021163,8.21E-10
6.20E-11,,,,,,,,,,,,,,,,,,,,,,,,,,2.67E-05,1.60E-05,6.20E-11
6.46E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7763,1.6658,6.46E-06
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5454,3.3273,1.29E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.3132,4.9879,1.93E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.078,6.6466,2.58E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.841,8.3044,3.22E-05
3.87E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.609,9.9654,3.87E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.378,11.627,4.51E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.147,13.288,5.15E-05
5.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.912,14.947,5.80E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.676,16.606,6.44E-05
6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.675,16.605,6.44E-05
5.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.911,14.947,5.80E-05
5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.146,13.287,5.15E-05
4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.376,11.625,4.51E-05
3.87E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.607,9.9639,3.87E-05
3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.838,8.3029,3.22E-05
2.58E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.075,6.6452,2.58E-05
1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.3113,4.9868,1.93E-05
1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5441,3.3265,1.29E-05
6.46E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7757,1.6654,6.46E-06
1.11E-09,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004751,0.00028506,1.11E-09
-6.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7622,-1.6573,-6.43E-06
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5305,-3.3183,-1.29E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2981,-4.9789,-1.93E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.062,-6.6375,-2.57E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.826,-8.2953,-3.22E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.594,-9.9563,-3.86E-05
-4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.363,-11.618,-4.51E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.133,-13.28,-5.15E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.896,-14.938,-5.79E-05
-6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.66,-16.596,-6.44E-05
-6.44E-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.66,-16.596,-6.44E-05
-5.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,24.895,-14.937,-5.79E-05
-5.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,22.131,-13.279,-5.15E-05
-4.51E-05,,,,,,,,,,,,,,,,,,,,,,,,,,19.361,-11.617,-4.51E-05
-3.86E-05,,,,,,,,,,,,,,,,,,,,,,,,,,16.592,-9.9554,-3.86E-05
-3.22E-05,,,,,,,,,,,,,,,,,,,,,,,,,,13.824,-8.2944,-3.22E-05
-2.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.061,-6.6366,-2.57E-05
-1.93E-05,,,,,,,,,,,,,,,,,,,,,,,,,,8.2966,-4.978,-1.93E-05
-1.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.5295,-3.3177,-1.29E-05
-6.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7616,-1.657,-6.43E-06
